State,pctBlack,pctAsian,pctHisp,pctUrban,pctWfarm,pctPubAsst,blackPerCap,NAperCap,asianPerCap,otherPerCap,pctEmployMfg,numForeignBorn,pctFgnImmig-3,houseVacant,pctVacantBoarded,pctHousWOphone,pctHousWOplumb,ownHousQrange,persEmergShelt,persHomeless,landArea,pctUsePubTrans,pctOfficDrugUnit,murdPerPop,rapesPerPop,assaultPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,pop,violentPerPop
PA,1.44,0.96,6.9,0.0,0.46,10.12,6876.0,11382.0,6316.0,4392.0,29.91,583.0,22.47,528.0,3.79,5.21,1.01,30000,4.0,0.0,4.3,1.16,0.0,21.525,43.04,125.21,2907.23,109.56,7.83,24800,297.37
TX,2.69,0.99,21.1625,100.0,0.73,8.91,2695.0,14000.0,6386.0,6228.0,13.83,3210.0,10.12,514.0,4.47,14.75,0.46,19600,0.0,0.0,3.1,1.21,0.0,0.0,0.0,166.6,4624.82,1294.1399999999999,19.99,14207,306.54
TX,3.76,1.56,21.1625,0.0,1.65,12.75,5539.0,7459.0,9560.0,5441.0,10.24,1326.0,18.02,1571.0,6.56,14.06,1.145,32100,0.0,0.0,13.2,0.07,0.0,15.27,57.27,698.69,3756.87,145.08,68.72,25276,832.32
PA,1.4,0.41,0.62,0.0,0.18,13.59,8443.0,9695.0,30328.0,1660.0,17.47,279.0,0.0,529.0,2.84,5.56,0.23,22800,25.0,0.0,2.8,0.73,0.0,5.91,17.73,171.36,2363.65,236.36,23.64,15714,212.73
NJ,0.31,0.42,1.62,0.0,0.2,3.53,562.0,15479.0,30357.75,10114.0,10.35,927.0,6.26,1556.0,0.32,0.43,0.14,66800,0.0,0.0,52.75,1.19,0.0,0.0,0.0,65.79,2170.96,87.72,57.02,22141,78.94
CT,8.28,0.67,2.58,100.0,0.18,6.21,8713.0,17224.0,11847.0,10173.0,29.33,1398.0,6.15,344.0,3.2,2.96,1.13,47300,0.0,0.0,6.2,1.45,0.0,11.02,11.02,247.85,2004.85,446.13,27.54,18403,346.99
RI,0.41,1.34,0.65,65.95,0.25,4.93,10685.0,27285.875,29726.0,0.0,17.46,532.0,5.45,214.0,2.8,0.81,0.49,122700,0.0,0.0,17.1,1.76,0.0,0.0,8.4,67.22,1579.57,109.23,0.0,11865,84.02
OH,2.17,1.41,0.59,100.0,0.63,2.87,17074.0,0.0,17028.0,0.0,27.86,372.0,11.56,334.0,0.6,1.2,0.08,39400,0.0,0.0,9.5,0.7,0.0,0.0,28.51,57.02,4796.86,21.38,7.13,11312,171.06
OH,0.52,0.4,0.61,0.0,1.43,5.99,3754.0,7330.0,24236.0,6006.0,32.55,139.0,20.14,247.0,3.64,6.11,0.31,32600,0.0,0.0,5.1,0.29,0.0,0.0,38.6,15.44,3643.66,138.95,23.16,12863,108.07
AZ,3.2,4.05,10.88,100.0,0.91,3.47,10897.0,8105.0,10126.0,9067.0,15.88,8136.875,25.16,2746.625,0.61,4.04,0.22,45600,51.0,0.0,40.9,1.48,0.0,2.68,43.52,346.83,5356.47,938.05,37.5,141865,556.4
NC,26.130000000000003,0.57,1.57,0.0,0.83,9.21,6649.0,17781.0,15385.0,7859.0,35.05,282.0,19.15,488.0,2.46,10.51,0.8,38700,6.0,0.0,14.5,0.0,0.0,12.1,66.56,883.4,7895.694999999999,369.09,72.61,14475,1240.39
VA,15.21,2.91,1.31,100.0,0.77,5.79,8605.0,6487.0,4858.0,1692.0,4.12,558.0,32.26,492.0,0.61,4.56,0.45,113000,0.0,0.0,8.9,1.05,0.0,0.0,23.65,39.41,3074.26,228.6,7.88,11530,212.83
OH,2.69,0.61,0.52,100.0,0.7,2.52,13198.0,0.0,13227.0,0.0,30.08,709.0,3.67,90.0,1.11,0.63,0.21,23700,0.0,0.0,4.8,1.13,0.0,0.0,7.22,93.9,1560.13,216.68,0.0,14558,130.01
GA,15.87,2.26,3.55,100.0,0.58,2.73,14237.0,5058.0,16537.0,12588.0,10.61,1834.0,24.75,1987.0,1.31,2.78,0.21,34300,0.0,2.5,11.8,1.04,0.0,3.02,39.3,187.45,6140.4,801.19,0.0,30981,447.45
IN,1.46,0.73,2.28,100.0,0.56,2.17,3032.0,0.0,30357.75,16372.0,20.46,1023.0,2.35,154.0,0.65,0.53,0.18,34800,0.0,0.0,8.2,1.09,0.0,0.0,0.0,32.99,1253.71,126.47,16.5,17728,54.99
SC,9.32,1.49,2.41,100.0,0.49,4.17,7572.0,12077.0,11680.0,10470.0,16.39,343.0,21.28,296.0,0.68,5.21,0.0,50100,0.0,0.0,9.9,0.61,0.0,0.0,77.42,348.38,3166.37,209.03,0.0,13176,487.73
PA,2.03,1.75,0.67,100.0,0.82,2.35,18772.0,15376.0,12383.0,4681.0,10.2,3200.0,10.16,490.0,0.41,0.29,0.07,49600,57.5,0.0,10.4,7.93125,0.0,1.97,3.94,45.36,804.69,100.59,1.97,49848,76.92
NJ,19.5,1.47,13.57,100.0,0.73,9.04,9671.0,24285.0,13843.0,7872.0,10.54,3024.0,20.47,2088.0,2.63,5.06,0.5,77700,0.0,1.0,5.4,6.04,0.0,7.14,46.39,749.41,4560.7,442.51,78.51,28658,1227.61
TX,7.75,2.4,12.1,100.0,0.53,4.36,10882.0,11508.0,13613.0,8019.0,10.56,769.0,16.78,522.0,1.72,4.5,0.0,29900,0.0,1.0,10.2,1.11,0.0,14.99,82.43,389.69,5860.31,1294.1399999999999,22.48,12060,771.88
CT,1.55,1.21,0.86,22.54,2.0700000000000003,3.72,17359.0,17800.0,19657.0,0.0,20.15,424.0,14.15,208.0,3.37,1.05,0.55,100300,0.0,0.0,43.7,1.36,0.0,0.0,0.0,34.97,804.2,87.41,8.74,11427,43.71
WI,0.72,4.85,0.88,100.0,0.9,8.53,7298.0,5776.0,3558.0,1977.0,16.83,2120.0,34.455000000000005,927.0,1.08,3.1,0.44,25900,25.0,0.0,19.0,3.16,0.0,0.0,13.65,35.1,5118.26,132.59,27.3,51003,74.09
IN,0.22,0.22,4.85,100.0,0.72,3.55,18120.0,10235.0,27563.0,10277.0,24.25,641.0,3.43,229.0,3.49,2.04,0.13,27500,0.0,0.0,16.0,2.11,0.0,0.0,0.0,118.72,1571.97,360.24,0.0,21822,163.75
NC,17.63,1.14,0.44,0.0,0.95,7.86,6609.0,0.0,15154.0,2833.0,38.902499999999996,236.0,12.71,488.0,1.64,8.26,0.34,37800,0.0,0.0,15.2,0.0,0.0,5.7,0.0,689.69,6497.95,262.2,28.5,14939,906.29
KY,3.8,0.33,0.48,100.0,0.61,12.14,6842.0,3781.0,7832.0,11512.0,19.39,116.0,11.21,793.0,6.68,12.17,0.48,26500,0.0,2.5,2.8,7.46,0.0,10.62,69.03,844.31,5023.36,536.32,21.24,18871,1093.88
FL,16.68,0.84,3.86,100.0,0.44,2.78,7504.0,23238.0,12511.0,9313.0,8.91,7000.0,9.06,2746.625,1.07,2.82,0.48,59400,0.0,0.0,10.8,1.35,0.0,12.61,52.56,523.52,4545.55,937.7,10.51,46325,832.58
VA,5.31,0.33,0.51,0.0,0.53,6.92,10683.0,0.0,16225.0,10692.0,25.32,57.0,0.0,256.0,0.39,4.76,0.1,34100,0.0,0.0,14.0,0.11,0.0,0.0,33.88,56.47,4043.37,214.59,0.0,15004,112.94
FL,3.29,0.56,2.51,100.0,0.55,3.69,5381.0,8972.0,11473.0,17643.0,7.43,1088.0,12.87,1795.0,0.39,6.3,0.57,118100,0.0,2.0,11.5,0.0,0.0,5.43,81.46,434.45,5224.29,581.08,10.86,17350,657.11
NJ,1.42,2.34,4.23,100.0,0.94,3.56,26301.125,0.0,13041.0,14405.0,22.72,1689.0,8.88,191.0,0.0,0.16,0.25,85100,0.0,0.0,3.1,3.19,0.0,0.0,17.5,174.98,2572.18,804.9,8.75,10982,236.22
AR,5.25,0.47,1.09,100.0,1.24,2.53,11853.0,8805.0,13568.0,4104.0,12.59,263.0,5.32,357.0,2.52,2.09,0.09,34500,6.0,0.0,12.1,0.53,0.0,4.83,14.49,173.82,3152.91,449.04,4.83,18893,270.39
KY,26.130000000000003,0.73,0.65,100.0,0.76,11.47,7022.0,7785.0,7265.0,6303.0,16.32,4047.0,27.25,2746.625,7.5600000000000005,7.93,0.58,36100,57.5,2.5,52.75,7.93125,0.0,13.57,49.52,425.11,2962.17,852.78,94.26,269063,999.13
MA,0.66,2.2,0.96,100.0,0.55,1.82,23621.0,8328.0,23645.0,5456.0,13.61,2092.0,10.52,245.0,0.0,0.15,0.26,103300,0.0,0.0,13.1,7.93125,0.0,0.0,10.57,123.3,1218.91,91.59,14.09,27557,144.44
TX,24.29,1.18,11.04,0.0,1.67,10.28,5374.0,7664.0,12360.0,4666.0,26.69,896.0,31.14,410.0,3.41,16.286250000000003,1.145,35800,0.0,0.0,13.1,0.0,0.0,21.525,78.2,391.02,3151.64,281.54,7.82,12765,594.35
OH,24.04,0.5,1.5,100.0,0.57,13.1,6303.0,12928.0,23645.0,5297.0,21.73,379.0,11.08,2355.0,7.5600000000000005,9.14,0.4,25000,57.5,0.0,13.1,1.36,0.0,13.46,107.7,1127.55875,4895.78,459.96,96.35750000000002,45549,2344.68
SC,26.130000000000003,0.85,0.81,100.0,0.67,8.36,7522.0,11350.0,9166.0,5355.0,8.0,1906.0,22.77,2746.625,7.5600000000000005,5.06,0.6,76600,57.5,0.0,44.8,5.85,0.0,15.58,45.43,781.38,5310.02,661.97,2.6,80414,1283.7
CT,1.07,1.63,2.24,100.0,1.06,1.95,26301.125,24087.0,23289.0,15227.0,13.33,2974.0,19.8,565.0,0.71,0.38,0.28,122700,17.0,1.0,20.7,7.93125,0.0,0.0,0.0,28.25,2255.94,318.82,12.11,24410,121.07
ME,1.12,1.66,0.8,100.0,0.48,9.55,8820.0,6370.0,8054.0,4992.0,9.74,3293.0,19.07,2746.625,2.94,4.49,0.43,52600,57.5,1.0,23.5,3.82,0.0,3.24,98.7,422.31,4818.54,440.11,96.35750000000002,64358,673.11
OH,0.55,0.36,0.52,0.0,0.76,9.67,7854.0,8548.0,6956.0,3350.0,38.61,115.0,0.0,314.0,3.18,12.97,0.35,29000,0.0,0.0,6.4,0.0,0.0,0.0,45.26,105.61,3455.04,233.86,7.54,13496,165.96
KY,6.43,0.32,0.39,100.0,1.19,7.99,6525.0,6313.0,7534.0,0.0,18.25,259.0,25.48,1402.0,1.36,9.2,0.13,29900,34.0,0.0,15.5,0.19,0.0,7.39,55.45,114.59,3938.49,157.1,11.09,53549,275.38
CO,0.67,2.14,5.61,99.66,1.23,2.6,18653.0,21708.0,8391.0,10133.0,21.81,870.0,17.82,379.0,0.53,2.1,0.19,27800,0.0,0.0,23.1,2.96,0.0,0.0,3.56,238.35,2714.34,135.18,74.71,24638,259.69
NJ,6.1,1.95,21.1625,100.0,0.14,4.39,13753.0,9695.0,11979.0,11527.0,30.02,3839.0,19.2,202.0,4.95,4.17,0.84,51700,0.0,2.5,2.8,3.45,0.0,0.0,20.59,171.55,2724.22,514.65,27.45,15115,253.89
OH,1.57,1.0,0.63,0.0,0.8,6.19,10484.0,16528.0,30357.75,5629.0,35.4,349.0,31.52,388.0,0.52,5.23,0.4,35600,4.0,0.0,9.8,0.16,0.0,0.0,4.72,18.86,1796.75,141.48,9.43,20079,33.01
OR,0.54,2.79,9.67,100.0,0.35,5.64,10712.0,6280.0,7191.0,4581.0,26.93,861.0,26.13,156.0,4.49,5.2,0.49,26300,0.0,0.0,4.3,2.1,0.0,12.66,18.99,44.32,3026.08,253.23,31.65,13559,126.61
NC,26.130000000000003,1.96,1.18,100.0,0.56,7.3,10060.0,12035.0,11834.0,9600.0,12.56,5205.0,31.37,2746.625,4.02,6.32,0.4,53800,57.5,1.0,52.75,3.05,0.0,17.81,74.67,495.98,5118.0,651.48,61.65,136611,1169.38
CT,1.01,1.57,1.33,33.65,1.39,1.29,19130.0,0.0,30357.75,20230.25,16.81,1288.0,11.34,256.0,0.78,0.23,0.0,122700,0.0,0.0,27.9,7.93125,0.0,0.0,0.0,30.81,936.48,61.61,6.16,15989,43.13
NJ,1.3,0.57,1.1,86.05,2.0700000000000003,3.34,17872.0,5868.0,16964.0,250.0,18.63,186.0,2.69,156.0,2.56,0.9,0.0,50200,0.0,0.0,16.5,2.01,0.0,9.47,18.94,123.08,3039.2,132.55,9.47,10074,170.42
TX,20.29,0.16,17.02,0.0,0.93,8.61,5224.0,9197.0,26963.0,5239.0,26.15,1452.0,15.84,362.0,1.38,13.32,0.73,34300,0.0,0.0,10.3,0.0,0.0,21.525,22.85,251.37,3831.51,297.07,30.47,12291,358.01
CA,1.6,5.31,21.1625,100.0,1.58,5.48,14263.0,15028.0,20634.0,9549.0,25.15,2639.0,12.85,349.0,2.01,2.09,0.05,122700,6.0,0.0,10.8,2.4,0.0,3.72,37.17,368.0,2616.91,319.68,70.63,23928,479.52
CA,3.86,2.47,12.62,99.68,0.7,9.8,11771.0,12367.0,21074.0,8477.0,10.43,2648.0,6.31,1084.0,1.75,4.34,0.18,66400,11.0,0.0,52.75,0.32,0.0,13.4,30.62,503.3,2788.25,518.61,45.93,46079,673.62
AZ,5.16,0.81,21.1625,0.0,1.75,10.09,6402.0,4717.0,21943.0,6659.0,18.97,911.0,8.23,909.0,2.42,10.95,0.18,35800,43.0,2.5,22.6,0.71,0.0,13.74,68.72,1085.81,7895.694999999999,847.57,96.35750000000002,19082,1392.77
SD,0.16,0.5,0.35,0.0,2.0700000000000003,5.1,1518.0,8710.0,16757.0,2520.0,10.18,262.0,18.32,691.0,1.16,4.6,0.29,30900,10.0,0.0,8.7,0.07,0.0,3.94,55.19,130.08,2727.74,110.37,39.42,24927,204.97
CT,1.31,2.08,1.16,76.4,0.42,2.76,24242.0,25000.0,28481.0,20230.25,13.87,1538.0,7.74,441.0,1.13,0.55,0.0,122700,7.0,0.0,29.1,1.72,0.0,0.0,9.69,24.23,3116.52,387.75,0.0,20608,67.86
NJ,2.84,3.18,1.35,90.52,0.32,1.17,22337.0,25836.0,14416.0,12352.0,14.55,1964.0,16.45,706.0,0.85,0.18,0.22,54200,0.0,0.0,30.6,5.46,0.0,0.0,11.07,146.64,1607.46,135.57,13.83,35309,182.6
WI,0.39,0.6,0.36,100.0,0.96,4.33,14934.0,7108.0,6505.0,15200.0,23.22,128.0,15.62,165.0,0.0,1.17,0.19,23400,0.0,0.0,10.8,0.55,0.0,0.0,11.49,114.88,4365.31,120.62,11.49,16376,155.08
RI,1.47,2.98,1.24,0.0,1.46,4.65,8807.0,5120.0,7757.0,2739.0,10.94,1472.0,28.33,2378.0,2.02,1.0,1.145,86600,11.0,0.0,52.75,0.9,0.0,0.0,36.66,48.89,1315.84,89.62,0.0,24631,93.7
CT,17.78,2.6,9.77,100.0,0.58,5.43,13309.0,14211.0,29924.0,10707.0,17.99,8136.875,17.41,2334.0,1.37,1.67,0.47,122700,57.5,2.5,39.1,7.93125,0.0,7.46,20.52,221.08,3267.75,678.18,28.92,108056,500.94
OH,0.39,0.71,0.47,100.0,0.55,3.39,0.0,847.0,10621.0,7300.0,26.42,139.0,0.0,105.0,0.0,2.23,0.0,33200,0.0,0.0,12.7,0.19,0.0,0.0,29.98,59.96,1851.3,29.98,14.99,11452,134.91
WA,1.13,1.99,8.74,100.0,1.09,8.95,11449.0,6812.0,9610.0,6392.0,11.71,1994.0,22.37,1135.0,1.85,4.16,0.34,35400,0.0,0.0,20.8,3.29,0.0,4.09,65.45,261.8,4473.12,263.85,10.23,42155,380.43
NJ,1.38,0.88,0.86,100.0,0.62,1.71,13638.0,26941.0,30357.75,1165.0,9.98,383.0,10.7,161.0,0.62,0.27,0.13,122700,0.0,0.0,2.9,7.93125,0.0,0.0,8.59,25.77,2748.43,85.89,17.18,11628,68.71
CT,15.48,1.65,9.37,100.0,0.79,4.34,14662.0,8778.0,20087.0,13765.0,20.24,8136.875,10.97,1664.0,3.79,1.49,0.39,113900,57.5,2.5,23.6,7.93125,0.0,11.43,12.7,149.92,3196.54,701.31,16.52,78331,412.91
OH,26.130000000000003,1.11,0.66,100.0,0.45,14.32,7451.0,8478.0,13455.0,7907.0,15.37,8136.875,20.2,2746.625,7.5600000000000005,6.2,0.52,42700,57.5,2.5,52.75,7.93125,0.0,10.84,110.94625,779.99,4749.14,573.46,96.35750000000002,364040,1562.48
MA,4.72,0.84,3.22,49.98,0.84,5.0,7676.0,4957.0,9887.0,4446.0,13.94,912.0,6.58,283.0,0.35,1.46,0.21,59600,0.0,0.0,28.5,1.5,0.0,0.0,4.43,146.04,685.96,181.45,0.0,21249,159.32
KY,20.89,0.33,0.57,0.0,0.36,12.47,6143.0,5195.0,6393.0,9371.0,11.34,274.0,6.57,1195.0,3.18,10.13,0.56,40300,19.0,0.0,18.2,0.69,0.0,14.76,92.24,1127.55875,5508.62,527.62,3.69,27256,1660.33
CT,1.5,1.73,1.32,100.0,0.66,3.95,14705.0,0.0,13404.0,14995.0,25.1,821.0,13.64,171.0,0.58,0.63,0.0,40400,0.0,2.5,9.4,2.14,0.0,0.0,0.0,105.08,1438.85,258.67,24.25,12358,137.42
NV,11.43,3.61,12.53,99.84,0.48,5.98,9252.0,12140.0,12465.0,8436.0,4.28,8136.875,18.09,2746.625,4.57,5.23,0.34,44500,57.5,2.5,52.75,2.85,0.0,12.68,60.63,443.66,3325.01,1037.86,63.98,258295,1014.86
MA,0.52,0.97,0.9,0.0,1.9,5.43,23821.0,14118.0,6925.0,0.0,16.2,335.0,24.78,163.0,1.84,0.0,0.68,58400,0.0,0.0,52.75,1.24,0.0,0.0,9.16,366.43,998.53,82.45,9.16,10579,375.6
CA,17.13,0.58,21.1625,0.0,1.16,17.75125,5715.0,8542.0,14241.0,6298.0,7.99,2136.0,14.23,181.0,1.66,15.82,0.22,28100,0.0,0.0,5.9,0.38,0.0,14.43,28.86,634.83,1284.09,245.27,79.35,13364,764.68
NJ,1.07,5.3,7.3,100.0,0.45,4.94,20251.0,14046.0,17467.0,12859.0,21.31,1826.0,11.34,161.0,1.86,0.47,0.78,45400,0.0,0.0,1.3,6.71,0.0,0.0,15.42,61.67,1379.79,501.04,0.0,12805,146.46
MA,2.7,3.09,1.46,94.74,1.67,3.59,20095.0,13906.0,16605.0,8414.0,20.79,1067.0,8.34,123.0,0.81,0.16,0.78,87800,0.0,0.0,14.2,2.18,0.0,0.0,0.0,133.61,712.59,51.96,0.0,12996,141.03
GA,26.130000000000003,0.42,0.62,100.0,0.51,15.47,7122.0,12652.0,9684.0,4973.0,14.05,893.0,28.89,2746.625,7.5600000000000005,9.45,0.65,35300,57.5,2.5,49.6,2.76,0.0,17.95,91.52,366.08,6759.08,751.91,40.38,106612,820.1
CT,0.68,0.4,1.33,0.0,0.76,2.83,15596.0,4411.0,16917.0,12085.0,22.48,262.0,9.16,435.0,0.46,1.11,0.4,62500,0.0,0.0,36.9,1.36,0.0,0.0,0.0,55.83,949.19,65.14,0.0,10428,55.83
AR,26.130000000000003,0.92,1.45,0.0,1.62,14.67,4629.0,6983.0,11207.0,6329.0,25.62,253.0,26.48,827.0,7.5600000000000005,11.28,0.81,34800,26.0,0.0,12.0,0.45,0.0,21.525,102.54,1127.55875,7810.19,843.11,96.35750000000002,22906,2193.23
TX,0.26,0.39,21.1625,0.0,2.0700000000000003,15.4,26301.125,0.0,4431.0,4726.0,7.55,1858.0,9.96,578.0,7.5600000000000005,16.286250000000003,1.145,31800,8.0,0.0,5.7,0.31,0.0,0.0,6.29,295.49,1540.3,88.02,25.15,14729,339.49
CA,2.21,3.63,21.1625,100.0,1.02,8.31,8912.0,16419.0,11567.0,6888.0,5.3,7483.0,14.01,2746.625,0.6,3.15,0.4,57400,0.0,2.0,19.6,2.92,0.0,21.525,54.43,979.72,2552.42,719.03,14.32,30085,1231.81
UT,0.2,0.97,1.82,100.0,1.94,1.21,26301.125,7955.0,12428.0,10301.0,19.84,182.0,17.58,57.0,5.26,0.0,0.19,30700,0.0,0.0,6.4,1.46,0.0,0.0,14.95,29.91,1794.39,52.34,7.48,11668,44.86
GA,20.53,1.84,3.21,100.0,0.71,4.61,9437.0,13462.0,9070.0,8856.0,11.5,2254.0,21.25,2746.625,1.61,5.74,0.31,69700,57.5,2.5,21.1,1.19,0.0,0.0,110.94625,416.91,7477.11,933.18,38.96,44129,845.51
NJ,1.05,0.61,1.16,0.0,0.43,6.22,9137.0,7029.0,11824.0,12729.0,6.92,372.0,2.42,2746.625,0.32,2.3,0.0,43800,0.0,0.0,29.2,1.62,0.0,0.0,89.15,112.61,2280.3,168.91,37.54,20820,243.98
NJ,23.06,2.51,13.65,100.0,0.66,4.42,13370.0,18017.0,28552.0,10588.0,14.89,3166.0,26.85,349.0,2.87,2.1,0.0,79900,57.5,1.0,3.0,5.88,0.0,0.0,18.19,485.11,4305.38,303.2,0.0,16189,794.37
OH,7.72,0.67,0.46,0.0,0.62,12.22,11381.0,15856.0,25201.0,20230.25,23.76,292.0,19.18,723.0,1.8,8.57,0.3,35100,0.0,0.0,8.2,0.88,0.0,0.0,44.65,223.26,5483.37,375.08,96.35750000000002,21923,415.27
IN,2.34,0.76,0.58,0.0,1.84,8.23,6771.0,14183.0,5351.0,4529.0,9.42,194.0,34.455000000000005,828.0,2.66,11.37,0.59,29000,16.0,0.0,6.6,0.51,0.0,0.0,45.08,80.14,3851.93,225.41,40.07,19859,140.25
NM,1.82,0.39,21.1625,0.0,1.17,15.41,4892.0,2944.0,6498.0,4304.0,7.04,1740.0,10.23,426.0,6.1,16.286250000000003,1.145,28600,0.0,0.0,6.0,0.24,0.0,0.0,14.64,483.27,3727.03,329.5,29.29,10970,541.85
NJ,4.42,1.01,1.51,85.43,0.76,2.94,10879.0,12874.0,9679.0,0.0,13.26,241.0,17.01,113.0,6.19,0.55,0.08,49300,0.0,0.0,37.5,5.24,0.0,0.0,17.55,105.27,1684.36,228.09,96.35750000000002,10940,131.59
MA,0.48,3.05,0.99,100.0,0.95,3.59,21205.0,5478.0,20790.0,9730.0,27.16,1940.0,10.67,362.0,2.49,0.13,0.05,64000,0.0,0.0,23.5,1.3,0.0,0.0,2.98,333.59,1721.57,431.88,5.96,32383,369.33
NC,26.130000000000003,0.57,0.86,100.0,0.65,10.55,6659.0,8375.0,19269.0,9418.0,14.42,1008.0,11.41,2746.625,2.58,6.51,0.17,54300,57.5,2.5,30.8,3.22,0.0,10.98,59.6,694.81,6518.4,588.16,76.85,55530,1202.99
TX,8.56,1.41,21.1625,100.0,2.0700000000000003,6.42,6635.0,11715.0,9792.0,5714.0,7.97,6123.0,23.71,2746.625,4.51,7.94,0.53,38300,24.0,2.5,52.75,0.89,0.0,8.58,68.64,423.97,4000.95,307.88,64.6,186206,643.52
NJ,11.48,0.88,21.1625,100.0,0.97,8.57,11212.0,10711.0,8543.0,7137.0,21.47,3226.0,3.91,816.0,5.02,5.96,0.59,39300,57.5,2.5,52.75,1.83,0.0,7.28,83.7,460.37,4787.47,658.71,63.69,54780,902.54
MA,12.96,1.71,6.32,100.0,0.38,14.5,9428.0,9675.0,10390.0,6878.0,17.53,8136.875,16.29,2526.0,4.79,4.79,0.95,35300,57.5,2.5,22.2,5.54,0.0,17.07,61.44,863.6,3400.92,1294.1399999999999,31.923785522788204,92788,1315.31
NJ,0.85,1.49,2.55,94.69,0.66,3.71,9359.0,5438.0,29278.0,14369.0,9.28,4009.0,5.71,2746.625,0.48,0.76,0.19,76700,57.5,0.0,42.6,1.24,0.0,1.27,20.34,138.58,2733.53,170.37,24.16,76371,205.97
FL,1.07,0.43,1.83,100.0,0.51,3.71,5061.0,22173.0,11533.0,16008.0,10.16,2400.0,5.17,2523.0,0.52,2.49,0.0,38800,0.0,0.0,10.7,0.65,0.0,2.89,28.85,401.07,2694.98,178.9,14.43,34012,513.6
CA,2.79,5.02,7.27,100.0,1.13,4.68,13505.0,20177.0,17100.0,10385.0,8.51,5431.0,14.97,546.0,0.18,0.39,0.22,122700,0.0,2.0,28.6,7.9,0.0,0.0,44.86,279.36,2426.54,277.32,32.63,47585,383.35
OH,0.48,0.93,0.4,100.0,0.54,2.56,7313.0,6934.0,7762.0,530.0,17.13,759.0,11.73,217.0,0.0,0.45,0.2,34900,0.0,0.0,10.4,3.15,0.0,0.0,32.17,22.52,2126.7,32.17,16.09,30250,74.0
FL,26.130000000000003,1.56,8.74,100.0,0.48,6.37,7369.0,10526.0,11894.0,7854.0,8.66,8136.875,14.94,2746.625,2.81,7.31,0.29,39300,57.5,2.5,52.75,3.56,0.0,8.35,110.94625,1127.55875,6487.65,1005.29,40.63,164693,2304.49
CA,7.44,6.3425,12.52,100.0,1.06,5.9,19411.0,26057.0,16988.0,16882.0,20.93,8136.875,10.9,338.0,0.59,0.21,0.21,119600,0.0,0.0,8.9,0.94,0.0,9.08,18.16,486.73,3281.81,1294.1399999999999,43.59,53240,908.08
NJ,3.26,4.63,2.67,60.22,1.32,1.04,21769.0,0.0,18989.0,19459.0,20.02,2388.0,7.71,332.0,2.11,0.26,0.12,107100,0.0,0.0,52.75,3.13,0.0,0.0,0.0,3.23,1042.94,58.12,3.23,28808,32.29
GA,17.63,0.42,1.09,0.0,0.42,9.73,6879.0,404.0,13099.0,6290.0,32.1,117.0,14.53,409.0,0.73,10.71,0.56,49100,5.0,0.0,24.6,0.24,0.0,0.0,43.85,592.02,3435.17,562.78,51.16,12035,716.27
NJ,1.81,6.3425,10.94,100.0,0.85,4.94,18303.0,23237.0,20298.0,12276.0,15.97,6369.0,17.49,1030.0,0.39,1.51,0.24,97500,0.0,2.0,1.0,7.93125,0.0,0.0,14.32,81.17,1102.94,267.38,0.0,20393,124.14
OK,1.36,0.4,1.0,0.0,0.69,7.37,1218.0,6279.0,14873.0,5762.0,18.28,66.0,0.0,598.0,1.84,9.68,0.45,26800,33.0,0.0,9.7,0.12,0.0,0.0,66.74,281.77,4011.57,378.17,0.0,13142,400.42
ME,0.61,1.76,1.03,92.61,0.61,6.11,4809.0,10920.0,9444.0,8132.0,6.01,497.0,34.455000000000005,234.0,0.43,1.88,0.6,56100,0.0,0.0,18.9,1.12,0.0,0.0,0.0,18.87,1170.03,18.87,9.44,10573,18.87
FL,0.99,0.84,1.95,100.0,0.43,3.62,11602.0,10435.0,11754.0,13220.0,14.16,3946.0,10.77,2746.625,0.24,3.38,0.19,34200,56.0,0.0,14.6,0.6,0.0,1.45,32.0,506.15,3001.96,146.9,21.82,65674,622.5
CA,1.39,6.3425,3.22,100.0,1.64,1.98,26301.125,4570.0,27934.0,20230.25,7.1,1234.0,5.27,93.0,1.08,0.0,0.29,111201,0.0,0.0,1.7,7.93125,0.0,0.0,0.0,51.55,2276.83,463.96,94.51,10602,137.47
MS,26.130000000000003,1.06,0.98,100.0,0.92,10.99,4637.0,4354.0,6470.0,8335.0,11.06,983.0,30.11,1764.0,4.02,10.47,0.81,40300,14.0,0.0,26.3,0.59,0.0,20.75,53.95,500.08,4349.27,265.6,14.53,41882,734.56
MA,0.8,2.46,0.69,100.0,1.22,2.48,22442.0,0.0,18617.0,10478.0,13.27,1077.0,12.26,167.0,0.0,0.0,0.09,122700,0.0,0.0,9.3,0.26,0.0,0.0,18.88,18.88,1636.66,69.24,18.88,15467,44.06
CA,26.130000000000003,6.3425,13.89,100.0,0.58,17.75125,10940.0,13112.0,10285.0,7916.0,10.64,8136.875,18.96,2746.625,7.5600000000000005,4.82,0.86,122700,57.5,2.5,52.75,7.93125,0.0,21.525,93.62,1127.55875,5036.91,1294.1399999999999,96.35750000000002,372242,2601.6
NJ,0.59,2.93,3.48,100.0,0.54,3.18,13942.0,0.0,20361.0,13296.0,15.22,5069.0,10.24,266.0,0.0,0.23,0.28,64900,0.0,0.0,5.4,7.93125,0.0,0.0,0.0,38.28,1416.49,156.32,3.19,30548,79.76
